region,channel,product_category,customer_segment,revenue_level,budget_level,reach_level,id,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue,year,month,day,hour
north,tv,General,Premium,medium,low,medium,2910,2.95,2.95,0.2699,589.0,8130,0.0327,0.95,-1.0,60.0,124.75,104.37876055516088,2010,6,9,12
north,email,General,Budget,low,high,low,2911,29.95,29.95,0.0394,21.0,594,0.2534,8.58,1.3660254037844386,30.0,29.95,96.75731885412532,2010,1,24,12
north,influencer,General,Premium,low,high,medium,2912,27.0,6.75,0.285,279.0,3126,0.0,7.96,-1.0,7.0,23181.18,20.17932496896283,2010,6,29,10
north,search,Stationery,Premium,medium,low,medium,2913,0.85,0.85,0.2963,69.0,2611,0.0309,4.004003932226912,0.9999999999999998,21.0,2371.42,134.78183096302584,2010,12,6,12
north,influencer,General,Premium,high,high,high,2914,19.8,1.65,0.2514,685.0,15836,0.1183,2.9,-1.3660254037844388,21.0,1659.33,165.63218915722348,2011,8,22,15
north,influencer,General,Premium,medium,high,medium,2915,70.80000000000001,2.95,0.1122,161.0,4139,0.0637,2.17,-1.0000000000000002,30.0,187925.66,131.32164858206087,2010,9,24,16
north,social media,Lighting,Premium,high,high,medium,2916,25.5,8.5,0.0824,315.0,8011,0.0868,5.2,0.9999999999999998,90.0,15683.81,172.40239426561396,2010,12,10,15
north,search,General,Premium,medium,low,medium,2917,4.2,2.1,0.1048,319.0,3931,0.0479,5.41,-0.3660254037844387,30.0,5176.77,142.7532494188085,2011,5,16,15
north,tv,General,Premium,low,medium,low,2918,4.95,4.95,0.2011,164.0,2005,0.005,4.95,0.3660254037844389,7.0,3074.19,56.0267339315981,2010,4,13,11
north,email,Seasonal,Premium,high,low,medium,2919,0.85,0.85,0.2114,304.0,6179,0.0215,0.27,0.3660254037844379,30.0,444.39,177.85491550731086,2010,11,14,15
north,email,Stationery,Premium,high,low,high,2920,1.65,1.65,0.0179,580.0,10308,0.1482,0.66,-1.0,28.0,491.11,184.44498126254447,2010,6,17,13
north,email,General,Premium,high,low,medium,2921,0.65,0.65,0.1446,250.0,2838,0.0106,3.34,-0.3660254037844385,28.0,5399.56,178.099088862692,2010,10,8,11
north,social media,Kitchen,Premium,medium,low,medium,2922,3.9,0.65,0.2561,113.0,3814,0.0284,4.3,-1.3660254037844386,7.0,1352.39,134.71697595399115,2010,7,1,14
north,social media,General,Premium,low,high,low,2923,23.4,1.95,0.3145,16.0,266,0.0317,4.71,-1.0,21.0,105142.6,48.93001081678128,2010,6,3,14
north,affiliate,General,Premium,medium,low,low,2924,4.35,1.45,0.0467,114.0,1767,0.043,1.22,0.3660254037844389,90.0,2366.8,151.72919197971717,2011,4,5,10
north,affiliate,Storage,Premium,high,low,medium,2925,4.4,0.55,0.23004464482458684,570.0,5960,0.1005,3.0,0.9999999999999998,35.565597137138354,7218.71,237.3188164356224,2010,12,6,13
north,search,General,Premium,medium,high,low,2926,94.4,2.95,0.1333,54.0,844,0.0354,5.93,0.9999999999999998,90.0,682.4,138.25739459267473,2009,12,7,11
north,search,Seasonal,Premium,medium,high,high,2927,23.8,5.95,0.2428,661.0,10044,0.0089,0.92,-0.3660254037844385,30.0,9954.73,114.62291805339066,2010,10,24,13
north,search,General,Premium,medium,low,low,2928,1.25,1.25,0.1918,91.0,2083,0.0102,2.23,-0.3660254037844385,28.0,1278.14,123.58470603800788,2011,10,13,12
north,social media,Storage,Premium,high,medium,high,2929,12.5,1.25,0.1712,428.0,16860,0.0252,1.4,-1.0,30.0,1301.67,166.84149934332495,2010,6,9,9
north,email,General,Premium,medium,medium,low,2930,15.0,1.25,0.23004464482458684,39.0,426,0.0843,3.37,-1.3660254037844388,60.0,1491.49,102.70857394502532,2011,8,16,12
north,search,General,Premium,high,high,high,2931,19.9,9.95,0.2639,325.0,11212,0.1902,2.1,1.3660254037844388,60.0,8451.3,166.04863863756233,2011,2,22,15
north,affiliate,General,Premium,low,low,low,2932,3.75,3.75,0.2611,125.0,2139,0.0026,4.004003932226912,-1.3660254037844388,35.565597137138354,6213.39,55.36080761675937,2010,8,31,16
north,email,Storage,Premium,low,high,high,2933,244.8,2.55,0.23004464482458684,1490.0,12755,0.0183,2.77,-1.3660254037844386,7.0,64634.84,88.28404636261288,2011,7,19,16
north,search,General,Premium,medium,medium,medium,2934,15.0,1.25,0.3889,143.0,4394,0.0023,4.31,-0.3660254037844387,7.0,181.6,108.67151934019628,2011,5,26,10
north,affiliate,General,Premium,low,medium,medium,2935,17.0,8.5,0.23004464482458684,265.0,7010,0.0132,5.15,-1.0,14.0,4272.77,44.32591560423425,2011,6,30,10
north,email,General,Premium,high,high,high,2936,92.5,1.85,0.2017,349.0,14143,0.2145,5.73,0.3660254037844389,90.0,81668.99,226.2316912954004,2010,4,14,12
north,search,General,Premium,medium,low,high,2937,2.9,1.45,0.2617,404.0,17934,0.1676,4.004003932226912,-1.0,30.0,217.6,147.30542358088076,2011,6,1,12
north,influencer,Storage,Premium,high,low,medium,2938,1.1,0.55,0.0989,521.0,8810,0.0521,4.23,0.3660254037844379,90.0,7437.150000000001,286.5075194901312,2011,11,20,12
north,search,General,Premium,high,low,low,2939,1.45,0.29,0.3728,275.0,1784,0.0458,6.29,0.9999999999999998,35.565597137138354,2537.74,274.83432568999,2010,12,6,12
north,search,General,Premium,high,medium,medium,2940,6.25,1.25,0.2252,449.0,7897,0.1275,3.54,0.3660254037844379,14.0,5951.13,198.35767735683163,2010,11,10,15
north,social media,Storage,Standard,medium,low,medium,2941,1.25,1.25,0.4384,467.0,6987,0.06,5.52,0.9999999999999998,7.0,827.04,139.81596058323652,2010,12,5,13
north,search,Storage,Premium,high,medium,medium,2942,13.2,0.55,0.23004464482458684,570.0,7615,0.0557,9.48,-1.0000000000000002,35.565597137138354,2195.81,219.6456028674768,2010,9,23,11
north,affiliate,Storage,Premium,medium,medium,high,2943,19.5,1.95,0.5348,504.0,14083,0.0814,5.49,0.9999999999999998,60.0,362.9,122.56947756621032,2009,12,1,10
north,affiliate,General,Premium,medium,medium,medium,2944,10.2,2.55,0.0925,369.0,5828,0.0566,3.8,-1.0000000000000002,7.0,3214.9,103.13148091673524,2010,9,5,16
north,influencer,Storage,Premium,medium,medium,medium,2945,16.5,1.65,0.2138,305.0,5295,0.0089,3.55,-1.0,21.0,6907.89,117.72142192138108,2011,6,21,15
north,email,Storage,Budget,low,medium,medium,2946,15.8,3.95,0.5856,302.0,4596,0.0414,3.95,-0.3660254037844385,60.0,243.38,82.91101462302784,2011,10,11,12
north,email,General,Standard,medium,high,high,2947,19.8,1.65,0.1582,541.0,18777,0.0233,0.41,-0.3660254037844385,7.0,313.21000000000004,155.28290817977978,2011,10,21,13
north,social media,Storage,Premium,medium,medium,medium,2948,9.96,0.83,0.3375,96.0,5930,0.0335,5.9,-1.0,14.0,379.94,103.5683154766643,2011,6,14,10
north,social media,Storage,Premium,high,high,medium,2949,105.0,2.1,0.1532,187.0,8256,0.0435,4.15,1.3660254037844388,21.0,102898.03,172.8157768618673,2011,2,22,15
north,affiliate,General,Budget,high,low,high,2950,1.9,0.95,0.6,800.0,19012,0.1264,3.29,-1.3660254037844386,7.0,1781.44,164.84052840624273,2011,7,3,14
north,tv,General,Premium,low,high,low,2951,49.95,49.95,0.1763,8.0,175,0.0495,4.27,-0.3660254037844385,90.0,1781.44,66.83555434060605,2010,10,21,9
north,social media,General,Premium,medium,medium,high,2952,14.85,4.95,0.0373,640.0,13433,0.0435,4.004003932226912,1.3660254037844388,35.565597137138354,2736.81,145.74707882480158,2011,2,21,13
north,social media,General,Premium,medium,medium,high,2953,14.85,4.95,0.0692,941.0,29737,0.0939,6.37,-0.3660254037844385,28.0,2104.64,123.15976763937716,2011,10,6,9
north,influencer,General,Premium,high,high,high,2954,27.04,1.69,0.2603,1010.0,15744,0.0393,5.68,1.0,14.0,3959.43,195.73954884007264,2011,3,7,17
north,influencer,General,Premium,medium,medium,high,2955,6.6,1.65,0.3086,685.0,14124,0.0475,4.47,0.3660254037844389,14.0,3104.58,160.03279549120634,2011,4,5,12
north,social media,General,Premium,medium,low,high,2956,2.5,1.25,0.1261,346.0,11949,0.0086,6.1,-1.0,14.0,1367.61,131.85533165614154,2010,6,13,11
north,affiliate,General,Premium,medium,low,medium,2957,2.5,1.25,0.1538,206.0,2890,0.0187,1.68,-0.3660254037844385,28.0,2001.97,140.2706456489125,2010,10,31,11
north,email,Storage,Premium,medium,medium,high,2958,19.5,1.95,0.12,601.0,17657,0.0297,4.8,1.0,28.0,1826.82,156.98618520968935,2010,3,2,9
north,affiliate,General,Premium,high,high,medium,2959,201.6,0.42,0.38,140.0,2893,0.0831,0.47,-1.3660254037844386,60.0,1127.36,178.08893367667864,2010,7,16,10
north,influencer,Lighting,Premium,high,high,medium,2960,22.5,3.75,0.0883,293.0,8588,0.0709,1.25,0.9999999999999998,14.0,5223.9800000000005,176.53370078032404,2009,12,16,13
north,email,Storage,Premium,medium,medium,medium,2961,10.2,0.85,0.1308,287.0,7231,0.0791,3.77,-1.0000000000000002,7.0,4520.71,146.0044558219383,2010,9,8,14
north,affiliate,Storage,Premium,low,medium,medium,2962,11.9,1.65,0.2824,330.0,4157,0.0112,6.02,-1.3660254037844388,14.0,3141.87,72.02614109645266,2011,8,2,13
north,tv,Storage,Premium,medium,medium,high,2963,17.700000000000003,2.95,0.3303,439.0,12311,0.1492,4.004003932226912,-0.3660254037844385,7.0,1263.28,106.75026772633704,2011,10,12,15
north,search,Storage,Premium,medium,high,medium,2964,47.7,7.95,0.2395,471.0,7153,0.0299,4.19,0.9999999999999998,60.0,686.85,127.27805316263895,2009,12,8,15
north,social media,General,Premium,high,low,low,2965,0.42,0.42,0.2939,57.0,902,0.011,0.72,1.3660254037844386,30.0,1781.44,184.98902754324504,2010,1,21,11
north,influencer,Stationery,Premium,medium,high,medium,2966,120.0,15.0,0.0388,269.0,5860,0.0014,3.95,-0.3660254037844385,35.565597137138354,452291.3,106.32690550774588,2011,10,6,9
north,affiliate,General,Standard,low,high,high,2967,19.8,1.65,0.0887,426.0,12540,0.0486,5.0,-1.3660254037844386,14.0,830.15,86.00393317857333,2010,7,18,12
north,search,Seasonal,Premium,medium,high,medium,2968,19.8,1.65,0.2409,378.0,4564,0.0369,3.71,-1.0000000000000002,14.0,2118.4,118.34910639720692,2011,9,1,18
north,email,Kitchen,Premium,high,medium,high,2969,6.8,0.85,0.3576,324.0,10189,0.1859,2.91,1.3660254037844388,90.0,202.03,202.17408953599937,2010,2,17,14
north,influencer,Storage,Standard,high,medium,high,2970,6.6000000000000005,0.55,0.3804,767.0,28063,0.0653,2.0,1.0,7.0,110.54999999999998,288.184406131263,2010,3,12,11
north,affiliate,Lighting,Premium,medium,high,low,2971,25.200000000000003,2.1,0.1779,139.0,2453,0.0432,6.27,0.3660254037844379,60.0,4355.9,111.5097144937466,2010,11,2,11
north,email,Lighting,Premium,low,medium,medium,2972,11.25,3.75,0.3194,161.0,2720,0.0313,5.69,-1.0,35.565597137138354,4595.58,64.28026113561208,2011,6,7,14
north,email,General,Premium,low,medium,high,2973,7.95,7.95,0.4286,365.0,10132,0.009,3.02,-1.0000000000000002,30.0,489.13,53.23377741974037,2010,9,3,12
north,email,General,Standard,low,medium,medium,2974,11.9,10.95,0.4651,310.0,4686,0.0559,7.31,-0.3660254037844387,28.0,288.1,56.10514369818364,2010,5,19,13
east,tv,Storage,Budget,medium,high,high,2975,20.8,2.08,0.5421,371.0,9642,0.1079,4.24,0.9999999999999998,14.0,144.0,119.33640757337828,2011,12,2,12
north,email,General,Premium,medium,low,medium,2976,3.3,1.65,0.1428,587.0,6933,0.0435,4.43,0.3660254037844379,28.0,2776.71,134.9829523620752,2011,11,9,17
north,influencer,General,Premium,high,high,medium,2977,90.0,1.25,0.5226,304.0,5469,0.0162,4.004003932226912,0.9999999999999998,14.0,6807.28,165.51917762816075,2010,12,8,15
north,tv,Stationery,Premium,low,high,low,2978,19.8,1.65,0.067,57.0,759,0.0273,4.004003932226912,-1.0,60.0,300.58,73.63574454369753,2011,6,14,10
north,tv,Kitchen,Premium,medium,medium,medium,2979,15.3,2.55,0.1015,164.0,6645,0.084,4.55,0.9999999999999998,14.0,3213.1400000000003,113.81926990227925,2010,12,16,15
north,email,Storage,Premium,high,medium,medium,2980,10.4,0.65,0.1154,524.0,5308,0.1109,1.47,-1.3660254037844388,35.565597137138354,4035.74,222.1863730370409,2010,8,2,15
north,social media,Stationery,Premium,high,medium,low,2981,8.4,0.42,0.23004464482458684,51.0,1058,0.0738,4.83,-0.3660254037844385,7.0,7898.12,167.0128139283387,2011,10,24,14
north,social media,Storage,Premium,medium,low,medium,2982,3.75,1.25,0.4828,312.0,4284,0.0591,5.29,-0.3660254037844385,14.0,2030.57,144.79687503407848,2010,10,26,13
north,influencer,General,Premium,medium,medium,low,2983,11.9,4.95,0.124,38.0,522,0.065,5.96,0.3660254037844379,90.0,1716.01,129.51676541447762,2011,11,20,12
north,affiliate,General,Standard,medium,low,high,2984,2.55,2.55,0.054,553.0,16018,0.0067,9.14,1.0,28.0,173.59,110.46707529430157,2011,3,20,0
north,email,Lighting,Budget,low,medium,low,2985,4.95,4.95,0.1564,26.0,646,0.0465,4.72,0.9999999999999998,14.0,46.70000000000001,69.73512986743093,2009,12,7,12
north,affiliate,General,Premium,medium,medium,high,2986,11.9,2.55,0.1303,601.0,14057,0.1214,3.8,-1.3660254037844386,14.0,6240.58,116.84084990460865,2011,7,24,12
north,search,Seasonal,Premium,high,high,medium,2987,39.6,1.65,0.0187,428.0,8924,0.0636,1.07,0.9999999999999998,14.0,5966.92,209.95936489080893,2010,12,12,13
north,influencer,General,Premium,medium,high,high,2988,35.400000000000006,2.95,0.1755,631.0,33110,0.0227,6.06,-0.3660254037844385,35.565597137138354,29518.34,134.00834259681372,2011,10,12,12
north,social media,General,Premium,medium,medium,high,2989,9.9,4.95,0.109,290.0,10234,0.0477,1.24,1.3660254037844386,30.0,11229.93,146.08711123462723,2011,1,11,14
north,affiliate,General,Premium,low,medium,medium,2990,7.46,7.46,0.3083,153.0,2966,0.0048,3.6,0.3660254037844379,35.565597137138354,49509.88,83.88990157733957,2011,11,28,15
north,influencer,General,Premium,low,medium,low,2991,12.5,1.25,0.3577,70.0,1066,0.0244,4.64,-1.0000000000000002,60.0,19826.25,92.33143861828005,2011,9,26,13
north,social media,General,Premium,low,high,medium,2992,34.0,4.25,0.3034,158.0,3986,0.0605,8.06,-0.3660254037844387,30.0,10590.42,91.70948539298703,2011,5,26,10
north,social media,Storage,Premium,high,medium,high,2993,15.0,1.25,0.3051,689.0,29344,0.0149,3.69,-0.3660254037844387,90.0,19423.31,177.77195643906643,2011,5,19,11
north,search,General,Premium,medium,low,low,2994,1.68,0.42,0.3189,23.0,834,0.0511,6.72,-0.3660254037844385,60.0,58256.2,131.29704733015404,2011,10,13,15
north,search,General,Standard,low,low,high,2995,3.75,3.75,0.0479,421.0,22061,0.0399,5.44,-1.0000000000000002,28.0,1781.44,90.703517655898,2010,9,20,14
north,email,Kitchen,Premium,medium,medium,low,2996,7.800000000000001,0.65,0.2475,32.0,809,0.0097,3.03,1.0,30.0,3564.8900000000003,125.85750515980232,2010,3,15,14
north,search,General,Premium,high,medium,medium,2997,5.1,0.85,0.4684,327.0,4113,0.1019,2.72,1.3660254037844388,30.0,628.64,194.74789828623128,2010,2,16,12
north,affiliate,General,Premium,medium,medium,medium,2998,16.35,5.45,0.2992,428.0,3835,0.0662,2.5,0.3660254037844389,21.0,5533.610000000001,114.45128939974214,2011,4,28,13
north,search,General,Premium,medium,medium,high,2999,16.5,1.65,0.2027,512.0,18432,0.0105,2.19,1.3660254037844388,28.0,2213.66,155.16462562113537,2010,2,2,9
north,social media,Lighting,Premium,high,medium,low,3000,9.48,0.79,0.3745,97.0,1939,0.0933,5.99,0.3660254037844379,7.0,10946.87,165.06678835480332,2011,11,6,12
north,search,Storage,Premium,medium,low,high,3001,1.65,1.65,0.0636,681.0,23782,0.0461,4.9,-1.3660254037844386,7.0,8355.84,135.77744241148602,2010,7,28,14
north,search,Seasonal,Premium,medium,low,medium,3002,1.45,1.45,0.3289,341.0,9095,0.0231,7.75,0.9999999999999998,30.0,20778.7,115.67686874511122,2010,12,14,11
north,search,Lighting,Premium,low,medium,low,3003,7.649999999999999,0.85,0.1803,44.0,306,0.0143,4.5,-1.3660254037844386,14.0,4854.65,79.9773082871549,2010,7,7,12
north,social media,Seasonal,Premium,medium,medium,high,3004,8.850000000000001,2.95,0.5107,896.0,11921,0.0389,0.64,-0.3660254037844385,14.0,1781.44,139.21537690996408,2010,10,17,10
north,tv,General,Standard,medium,high,high,3005,25.200000000000003,2.1,0.288,438.0,12031,0.0137,0.97,0.3660254037844379,35.565597137138354,944.87,131.809244329227,2010,11,2,12
north,social media,Storage,Premium,medium,high,medium,3006,20.8,2.08,0.3805,269.0,6328,0.1355,8.28,-1.0,28.0,34684.65,128.28475239179056,2011,6,14,11
north,influencer,Seasonal,Premium,high,medium,medium,3007,5.1,0.85,0.1495,278.0,7517,0.0562,6.72,0.3660254037844379,14.0,5967.780000000001,189.7572393577946,2011,11,21,13
north,influencer,General,Premium,medium,high,medium,3008,43.8,10.95,0.2208,599.0,8256,0.0054,4.27,0.3660254037844379,30.0,3451.9700000000003,112.6817301109833,2010,11,18,17
north,social media,General,Premium,medium,low,medium,3009,3.75,3.75,0.1561,166.0,3661,0.1166,3.2,1.3660254037844388,7.0,98.45,112.80819039330292,2010,2,14,13
north,email,General,Premium,low,medium,medium,3010,14.85,4.95,0.3554,600.0,4836,0.0258,7.0,0.3660254037844379,28.0,1359.8,81.85275732300407,2010,11,14,12
north,social media,General,Premium,high,medium,low,3011,12.6,2.1,0.1203,141.0,1829,0.1803,4.004003932226912,0.3660254037844389,28.0,2720.54,187.852724076174,2010,4,28,15
north,tv,General,Premium,low,medium,medium,3012,11.25,223.5447195692184,0.4523,145.0,3880,0.0383,1.19,-0.3660254037844387,14.0,1137.82,57.62634072501896,2010,5,18,12
north,search,General,Premium,low,medium,medium,3013,17.85,5.95,0.3092,437.0,9079,0.0358,8.5,1.0,7.0,4657.9400000000005,95.2856881134196,2011,3,9,8
north,email,Seasonal,Standard,low,low,medium,3014,3.25,3.25,0.2838,252.0,6951,0.0353,1.76,-0.3660254037844385,60.0,346.32,91.1325687871084,2011,10,16,13
north,social media,General,Premium,high,medium,high,3015,10.45,0.95,0.2004,800.0,10764,0.0417,3.78,1.3660254037844386,21.0,33.95,200.6383917124827,2010,1,18,11
north,tv,General,Budget,low,low,low,3016,1.25,1.25,0.1454,13.0,255,0.052,1.87,-1.0,28.0,76.34,69.997693998362,2010,6,14,16
north,tv,Storage,Premium,medium,low,high,3017,2.95,2.95,0.0679,326.0,11167,0.0345,3.44,0.9999999999999998,30.0,4587.04,113.38815122943394,2010,12,21,9
north,tv,General,Premium,medium,medium,medium,3018,12.6,2.1,0.0298,141.0,3063,0.1179,3.49,0.3660254037844389,90.0,6843.43,148.80169206053046,2010,4,30,11
north,social media,General,Budget,medium,medium,medium,3019,13.5,6.75,0.2724,173.0,2890,0.0101,1.44,0.9999999999999998,7.0,179.2,115.23528730513485,2010,12,21,14
north,social media,General,Standard,medium,high,low,3020,19.8,1.65,0.2783,109.0,2450,0.0435,6.0,0.3660254037844389,90.0,1143.59,125.01152079327056,2010,4,14,11
north,affiliate,Storage,Premium,medium,medium,medium,3021,17.700000000000003,2.95,0.1574,326.0,3844,0.0803,1.6,-1.3660254037844386,90.0,2236.15,121.13197373466228,2011,7,21,14
north,email,Storage,Premium,medium,medium,medium,3022,15.0,1.25,0.1012,181.0,5738,0.0421,0.72,-1.0,21.0,61530.9,147.64303433404478,2010,6,14,14
north,search,Kitchen,Premium,medium,low,medium,3023,1.25,1.25,0.2454,211.0,3448,0.0204,2.73,-1.0000000000000002,28.0,3960.33,125.53555029748252,2010,9,24,12
north,social media,Stationery,Premium,medium,low,medium,3024,3.75,1.25,0.4039,214.0,6996,0.0617,2.7,0.9999999999999998,28.0,1786.02,159.65327875621352,2011,12,4,11
north,affiliate,General,Premium,low,high,low,3025,20.4,2.55,0.294,124.0,1054,0.0265,1.91,-1.0,21.0,9499.97,87.98621107507283,2010,6,27,11
north,search,Storage,Premium,medium,medium,high,3026,9.9,1.65,0.0999,790.0,10620,0.0164,3.92,-1.0000000000000002,28.0,2048.56,144.4758249356082,2010,9,9,20
north,tv,Stationery,Premium,low,high,medium,3027,29.85,9.95,0.3686,311.0,6436,0.0096,1.61,-1.0000000000000002,7.0,11695.36,40.9813323941462,2011,9,18,10
north,search,Storage,Standard,high,low,high,3028,3.3,1.65,0.121,664.0,21470,0.1262,3.21,0.3660254037844379,14.0,890.54,185.917422946132,2010,11,12,14
east,social media,Stationery,Premium,high,medium,medium,3029,10.5,0.42,0.1238,271.0,6880,0.0068,3.06,0.3660254037844379,14.0,3528.35,251.7066448868893,2010,11,24,12
north,search,Storage,Premium,high,low,medium,3030,2.55,0.85,0.0266,393.0,7255,0.0588,4.29,-0.3660254037844387,21.0,7180.41,190.18404046012293,2011,5,24,11
north,social media,General,Premium,medium,high,high,3031,30.6,2.55,0.0899,398.0,10218,0.0047,5.53,0.3660254037844389,60.0,37320.19,157.42185568145803,2011,4,11,13
north,email,General,Premium,medium,medium,low,3032,5.1,2.55,0.3018,91.0,1515,0.0831,4.31,0.9999999999999998,7.0,22088.42,103.84104189575514,2010,12,5,16
north,email,Storage,Standard,high,low,high,3033,1.7,0.85,0.1457,524.0,20111,0.043,4.004003932226912,-0.3660254037844385,30.0,759.9000000000001,167.87293537894902,2010,10,13,13
north,search,General,Standard,medium,low,low,3034,3.75,1.25,0.0551,129.0,2264,0.0405,2.63,-1.3660254037844386,90.0,1781.44,136.74018264093553,2011,7,17,15
north,influencer,General,Premium,medium,low,high,3035,2.1,2.1,0.3968,598.0,9816,0.0521,6.75,0.9999999999999998,28.0,38.25000000000001,127.45322193820304,2009,12,10,11
north,affiliate,General,Standard,low,medium,medium,3036,7.95,7.95,0.4689,156.0,2653,0.032,5.22,1.0,90.0,10.9,64.83409784292975,2010,3,8,12
north,affiliate,Storage,Standard,high,low,medium,3037,1.26,0.42,0.4907,293.0,4033,0.0432,4.94,-0.3660254037844385,14.0,35.25,187.6928977126627,2010,10,19,11
north,tv,General,Premium,medium,high,medium,3038,20.0,1.25,0.1246,310.0,7170,0.0534,2.95,-1.3660254037844388,21.0,1224.64,108.2326546218455,2010,8,17,9
north,search,Lighting,Premium,low,high,medium,3039,19.8,1.65,0.3599,415.0,7527,0.0069,5.52,-1.3660254037844388,7.0,3666.84,86.12329872881071,2010,8,9,9
north,social media,Storage,Premium,high,high,high,3040,81.6,2.55,0.6,1490.0,18889,0.0047,0.4,0.3660254037844389,7.0,9297.422,182.8322573945724,2010,4,1,11
north,email,General,Premium,low,low,high,3041,2.95,2.95,0.1037,631.0,9719,0.0177,6.31,1.3660254037844388,7.0,1228.35,97.94692991976036,2010,2,25,11
north,email,Stationery,Premium,low,medium,medium,3042,14.95,14.95,0.0422,95.0,3574,0.0265,2.24,-1.0000000000000002,30.0,38.55,66.58395611179895,2010,9,23,17
north,influencer,General,Standard,medium,high,medium,3043,19.8,1.65,0.2523,472.0,8926,0.025,5.27,-0.3660254037844385,60.0,497.65,144.45932253404723,2010,10,12,9
north,email,General,Premium,low,medium,medium,3044,7.46,7.46,0.4314,157.0,5545,0.0989,8.4,-1.0000000000000002,21.0,580.8100000000001,54.90047453957545,2011,9,13,12
north,social media,Storage,Premium,high,low,high,3045,1.65,0.55,0.4182,614.0,10791,0.1459,4.09,-1.0000000000000002,90.0,642.0799999999999,264.431878908707,2010,9,7,14
north,affiliate,Kitchen,Premium,medium,low,medium,3046,2.55,2.55,0.0518,324.0,3504,0.1222,6.04,1.3660254037844388,28.0,8752.66,144.25477233965026,2010,2,8,12
north,social media,General,Premium,medium,medium,high,3047,5.8,1.45,0.0998,404.0,9705,0.0316,6.17,-1.0000000000000002,30.0,2939.67,144.4504002564964,2010,9,19,13
north,social media,Seasonal,Premium,medium,medium,medium,3048,15.9,7.95,0.3493,516.0,8301,0.1169,3.68,0.9999999999999998,90.0,1517.7,136.7470920784034,2010,12,1,11
north,search,General,Premium,medium,medium,medium,3049,10.2,0.85,0.5805,124.0,3112,0.0049,2.64,1.0,90.0,1006.01,156.0191259114703,2010,3,26,13
north,social media,General,Premium,medium,high,medium,3050,91.8,7.65,0.23004464482458684,419.0,3870,0.0431,5.4,-0.3660254037844387,60.0,3693.82,104.42274983001585,2010,5,18,11
north,email,General,Premium,low,medium,medium,3051,15.9,7.95,0.0754,279.0,6441,0.0139,4.004003932226912,-1.0000000000000002,90.0,3319.56,71.65639509415448,2010,9,19,10
north,tv,Stationery,Premium,low,high,medium,3052,36.0,18.0,0.3179,405.0,2924,0.0419,6.47,1.3660254037844386,7.0,3415.37,62.04840711580048,2011,1,31,9
north,tv,Storage,Premium,medium,medium,medium,3053,17.0,0.85,0.2763,365.0,5598,0.0481,5.69,-1.3660254037844388,28.0,420.41,112.07833772500231,2010,8,2,11
north,affiliate,General,Premium,low,high,medium,3054,21.9,10.95,0.2541,599.0,7204,0.0229,3.04,1.0,28.0,1345.53,89.62072100644083,2011,3,13,10
north,email,General,Premium,high,low,medium,3055,0.58,0.29,0.4484,178.0,3661,0.0956,2.5,-1.3660254037844386,14.0,208.13,236.9656147784748,2011,7,19,13
north,search,Kitchen,Premium,low,low,low,3056,3.4,0.85,0.5754,14.0,424,0.0103,7.05,1.0,35.565597137138354,471.69,61.4725527532029,2010,3,7,16
north,affiliate,Storage,Premium,medium,medium,high,3057,17.700000000000003,2.95,0.2556,1490.0,82714,0.0943,6.06,1.0,60.0,478.92,135.28470814991476,2010,3,12,11
north,social media,General,Standard,medium,high,medium,3058,19.8,1.65,0.0305,472.0,5091,0.0435,4.62,-0.3660254037844385,28.0,515.96,161.35462986181815,2010,10,26,11
north,affiliate,Stationery,Premium,low,low,high,3059,1.25,1.25,0.3399,190.0,9881,0.0063,6.39,1.0,35.565597137138354,395.31,93.43524015658872,2010,3,7,14
north,affiliate,Stationery,Premium,low,high,medium,3060,20.4,2.55,0.5889,246.0,3006,0.0813,5.02,-0.3660254037844385,28.0,4023.78,82.07323977962214,2011,10,2,13
north,email,General,Standard,low,medium,medium,3061,10.95,10.95,0.0734,599.0,6980,0.0192,5.22,-1.3660254037844386,7.0,485.74,39.71787219901075,2010,7,5,14
central,search,General,Premium,medium,medium,medium,3062,10.2,0.85,0.3257,192.0,3720,0.1069,5.5,-1.3660254037844386,30.0,1317.45,140.46090483729392,2010,7,14,13
north,social media,Storage,Premium,medium,medium,medium,3063,5.95,0.85,0.1752,199.0,3474,0.0173,3.33,-1.3660254037844388,35.565597137138354,2878.56,152.10996351338974,2011,8,26,13
north,social media,General,Premium,high,medium,high,3064,13.52,1.69,0.1197,1010.0,13862,0.0741,5.4,0.9999999999999998,7.0,5493.420000000001,187.87282576552116,2010,12,15,11
north,social media,Stationery,Premium,medium,low,high,3065,1.65,1.65,0.3065,580.0,13806,0.0485,2.78,-1.3660254037844388,30.0,50063.310000000005,154.19912941321277,2011,8,14,13
north,social media,Stationery,Premium,medium,high,low,3066,23.4,1.95,0.132,136.0,2307,0.1138,2.81,-0.3660254037844387,30.0,4097.099999999999,163.01047922762135,2010,5,5,14
north,email,General,Premium,medium,medium,high,3067,15.9,7.95,0.1161,626.0,35724,0.0199,3.01,0.3660254037844379,7.0,2589.2200000000003,105.67212643993534,2010,11,4,10
